author,Start,End,Price,lower bound,upper bound,route,Currency,Price EUR 2014,Service,Year,Source,Comment
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,100000,,,West African,XAF,173,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,50000,,,West African,MRO,162,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,50000,,,West African,MRO,162,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,50000,,,West African,MRO,162,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,90000,,,West African,XAF,156,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,90000,,,West African,XAF,156,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,85000,,,West African,XAF,147,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,85000,,,West African,XAF,147,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,75000,,,West African,XAF,130,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,75000,,,West African,XAF,130,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,75000,,,West African,XAF,130,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,75000,,,West African,XAF,130,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,75000,,,West African,XAF,130,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,75000,,,West African,XAF,130,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,40000,,,West African,MRO,129,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,35000,,,West African,MRO,113,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,30000,,,West African,MRO,97,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,75,,,West African,EUR,87,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2032
Red Cross,SENEGAL,Spain,50000,,,West African,XAF,87,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,50000,,,West African,XAF,87,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,50000,,,West African,XAF,87,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,25000,,,West African,XAF,43,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,10000,,,West African,MRO,32,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,500,,,West African,MRO,2,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,300,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,500,,,West African,XAF,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,500,,,West African,XAF,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,250,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,250,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,200,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,200,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,200,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,200,,,West African,MRO,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,300,,,West African,XAF,1,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,200,,,West African,XAF,0,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,200,,,West African,XAF,0,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,150,,,West African,XAF,0,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,150,,,West African,XAF,0,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,equipage,,,West African,MRO,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,400000,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,forcing,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,forcing,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,SIN INFORMAR,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,forcing,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,forcing,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,equipage,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,Payé par frére,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,forcing,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,SIN INFORMAR,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,equipage,,,West African,nd,,Seat on a boat from Mauritania,2007,Red Cross,
nkb,Senegal,Tenerife,620,,,West African,EUR,732,boat,2006,http://focus-migration.hwwi.de/Senegal.2636.0.html?&L=1,
Adam (GITOC),Senegal,Greece,,"2,000","2,500",East Med Sea+,EUR,,"Plane/overland, then plane, then boat",2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane to Algeria (or by truck/foot), then plane to Izmir, then boat to Greek islands. Note, though, that as of June 2015, there are no scheduled direct Algiers-Izmir flights."
Adam (GITOC),Senegal,Canary Islands,760,,,West African,EUR,898,"Overland, then boat",2006,"Alessandro Triulzi and Robert Lawrence McKenzie, 2013, Long Journeys: African Migrants on the Road","Overland from Dakar to Ziguinchor, then boat to Canary Islands"
Adam (GITOC),Senegal,Agadez,"10,000",,,,XAF,15,Overland,2012,"USIP, 2014, http://www.usip.org/sites/default/files/PW96-Illicit-Trafficking-and-Libyas-Transition.pdf",Price for a Senegalese man
nelsonmau,Sicily,Italy,200,,,Central Med,USD,176,Taxi + Hotel,2015,l'Espresso http://espresso.repubblica.it/attualita/2015/04/20/news/stragi-del-mediterraneo-cosi-gli-schiavisti-comprano-e-vendono-gruppi-di-migranti-da-inviare-verso-le-coste-libiche-con-destinazione-italia-1.208984,
nelsonmau,Sicily,Milan,200,,,Central Med,USD,176,Railway / Bus,2015,TgCom Videonews http://notizie.virgilio.it/videonews/dove-vanno-i-migranti-che-arrivano-in-italia-quanto-pagano.html,
nelsonmau,Sicily,Milan,,200,400,,EUR,,Bed and train ticket,2015,Glauco's Investigation https://goo.gl/8dem2b,
nelsonmau,Sicily,Rome,200,,,Central Med,USD,176,Railway / Bus,2015,TgCom Videonews http://notizie.virgilio.it/videonews/dove-vanno-i-migranti-che-arrivano-in-italia-quanto-pagano.html,
nelsonmau,Sicily,Rome,,200,400,,EUR,,Bed and train ticket,2015,Glauco's Investigation https://goo.gl/8dem2b,
Red Cross,SIERRA LEONA,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SIERRA LEONA,Spain,250000,,,West African,MRO,808,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SIERRA LEONA,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SIERRA LEONA,Spain,200000,,,West African,MRO,646,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SIERRA LEONA,Spain,300000,,,West African,XAF,519,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SIERRA LEONA,Spain,200000,,,West African,XAF,346,Seat on a boat from Mauritania,2007,Red Cross,
nelsonmau,Sierra Leone,Lecce (Italy),"6,000",,,,EUR,6000,Cargo Boat,2015,http://www.tempi.it/indagine-sulla-mafia-dei-clandestini#.VVGOW3VtN5S,
nkb,Somalia,Yemen,500,,,,EUR,617,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
Adam (GITOC),Somalia,Greece,,"1,500","2,000",East Med Sea+,EUR,,"Plane, overland, and boat",2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane to Cairo, plane to Istanbul, overland to Aegean coast or Evros river, then boat across river or across Aegean"
nkb,Sri Lanka,Europe,,,"4,500",,EUR,,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
Adam (GITOC),Subsaharan Africa,Northern Libya,450,400,500,,EUR,450,Overland,2015,"La Liberté, 24 April 2015, http://www.laliberte.ch/news/histoire-vivante/la-libye-plaque-tournante-de-la-migration-282117#.VWhidkZG5JI",Price for a sub-Saharan African migrant
Lise,Sudan,Denmark,"5,000",,,,EUR,5000,,2014,"Organization, Refugees Welcome, Denmark",Costs per person
Lise,Sudan,Denmark,"6,000",,,,EUR,6000,,2014,"Organization, Refugees Welcome, Denmark",Costs per person
Adam (GITOC),Sudan,Italy,"2,500",,,Central Med,USD,2500,Wooden boat,2015,"Daniel Adamson, 13 May 2015, http://www.bbc.com/news/magazine-32707346",Facebook-advertised price for Sudan-Italy journey via Libya
Adam (GITOC),Sudan,Libya,"1,600",,,,USD,1408,,2015,"New York Times, 5 May 2015, http://www.nytimes.com/2015/05/06/world/africa/migrants-libya.html?smid=tw-share&_r=0",For Eritreans; first of two-part journey (second leg Libya-Europe)
Adam (GITOC),Sudan,Libya,"1,600",,,,USD,1408,Truck,2015,"New York Times, 28 April 2015, http://www.nytimes.com/2015/04/28/world/africa/libya-migrants-mediterranean.html",Upper bound for cost of overland trip from Sudan to Zuwara or other Libyan smuggling ports via Ajdabiya
Adam (GITOC),Sudan,Libya,800,,,,USD,603,"Plane or boat/car, then car, then boat",2013,"Altai Consulting, November 2013, http://www.refworld.org/pdfid/52b43f594.pdf","First is either plane to Cairo or boat down the Nile to Aswan and car to Cairo. Then pickup from Cairo to Salloum-Um Saad border post Libya/Egypt. Then to Tobrouk, where they get a boat to Bardiyah or other coastal towns in Libya"
alice,Sudan,Libya,"1,600",,,,USD,1408,on foot,2015,"Süddeutsche Zeitung, April 25th 2015","Costs for two people
"
nelsonmau,Sudan,Libya,"3,150","1,800","4,500",Central Med,USD,2363,,2014,"Report by Amnesty, released in 2015 - http://www.amnesty.it/flex/cm/pages/ServeAttachment.php/L/IT/D/3%252Fd%252Fb%252FD.71baead6fa1d0d632dfb/P/BLOB%3AID%3D7687",
Adam (GITOC),Sudan,Greece,,"1,500","2,000",East Med Sea+,EUR,,"Plane, overland, and boat",2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane to Cairo, plane to Istanbul, overland to Aegean coast or Evros river, then boat across river or across Aegean"
Red Cross,SUDÁN,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SUDÁN,Spain,400000,,,West African,XAF,693,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SUDÁN,Spain,200000,,,West African,XAF,346,Seat on a boat from Mauritania,2007,Red Cross,
Adam (GITOC),Syria,Austria,"8,000",,,,USD,8044,"Overland, then plane",2013,"National Public Radio (USA), 7 December 2013, http://www.npr.org/sections/parallels/2013/12/07/248742786/with-the-help-of-smugglers-syrian-refugees-sneak-into-europe","Price for a Syrian smuggled from Syria to Istanbul, then plane to Austria"
Lise,Syria,Bulgaria,"9,600",,,,USD,7200,Car,2014,"Interview with a father, who travelled with his 10 children and wife. So 9600 for 12 people.",Cost for 12 people
Lise,Syria,Denmark,"14,000",,,,EUR,14077,"foot, bus, car, boat, airplane",2013,"Organisation: Refugees Welcome, Denmark","Cost per person. (2000 of the 14,000 euro went to bribes)"
Lise,Syria,Denmark,"16,500",,,,USD,12446,foot and airplane,2011,"Organisation: Refugees Welcome, Denmark",Cost per person
Lise,Syria,Denmark,"8,500",,,,EUR,8500,,2015,"Organization, Refugees Welcome, Denmark",Costs per person
Lise,Syria,Denmark,"8,500",,,,EUR,8500,"car, truck",2015,"Organization, Refugees Welcome, Denmark",Costs per person
alice,Syria,Europe,"2,500",,,East Med Sea,USD,2200,ferry,2015,"Süddeutsche Zeitung, April 25th 2015",Costs per person
alice,Syria,Europe,"8,000",,,,USD,7040,diverse,2015,"Süddeutsche Zeitung, April 25th 2015
","via Turkey, Bulgaria, Serbia, Hungary - costs per person
"
Adam (GITOC),Syria,France,"10,000",,,,USD,10055,Boat,2013,"National Public Radio (USA), 7 December 2013, http://www.npr.org/sections/parallels/2013/12/07/248742786/with-the-help-of-smugglers-syrian-refugees-sneak-into-europe",Price for a boat from Istanbul to France
Adam (GITOC),Syria,France,"6,000",,,,USD,,Boat,Pre-2013,"National Public Radio (USA), 7 December 2013, http://www.npr.org/sections/parallels/2013/12/07/248742786/with-the-help-of-smugglers-syrian-refugees-sneak-into-europe",What price used to be for boat from Istanbul to France
alice,Syria,Germany,"7,000",,,,EUR,7000,diverse,2015,"Süddeutsche Zeitung, April 25th 2015","Costs per person
"
Adam (GITOC),Syria,Germany,"35,000",,,,USD,35192,Unclear,2013,"National Public Radio (USA), 7 December 2013, http://www.npr.org/sections/parallels/2013/12/07/248742786/with-the-help-of-smugglers-syrian-refugees-sneak-into-europe",Price to get a Syrian man's wife and daughters (didn't specify how many daughters) from Syria to Germany
nelsonmau,Syria,Italy,"100,000",,,,USD,88000,Tender sold (Zodiac),2015,The Guardian http://www.theguardian.com/world/2015/apr/24/libyas-people-smugglers-how-will-they-catch-us-theyll-soon-move-on?CMP=share_btn_tw,"Syrian family, number not specified"
nkb,Syria,Italy,"7,000",,,,EUR,7000,,2014,http://www.spiegel.de/spiegel/print/d-130458649.html,
Adam (GITOC),Syria,Italy,"2,250","1,500","3,000",Central Med,USD,2250,"Overland, then boat",2014,"Save the Children, 1 June 2014, http://www.savethechildren.de/fileadmin/Dokumente_Download/SC_report_The_boat_is_safe_and_other_lies.pdf","Price for entire journey from Syria to Italy, not just boat part"
Adam (GITOC),Syria,Italy,"4,000",,,Central Med,EUR,4000,Boat,2014,"Save the Children, 1 June 2014, http://www.savethechildren.de/fileadmin/Dokumente_Download/SC_report_The_boat_is_safe_and_other_lies.pdf","Price for a Syrian to go from Aleppo to Italy, via Thessaloniki, Greece"
nelsonmau,Syria,"Mersin, Turkey","6,000",,,Central Med,EUR,6000,,2014,http://frontex.europa.eu/feature-stories/operation-triton-winter-developments-qXDamY,
Adam (GITOC),Syria,Sweden,"16,000",,,,USD,16088,"Overland, then plane",2013,"National Public Radio (USA), 7 December 2013, http://www.npr.org/sections/parallels/2013/12/07/248742786/with-the-help-of-smugglers-syrian-refugees-sneak-into-europe","Price for a Syrian smuggled from Syria to Istanbul, then plane to Sweden"
Adam (GITOC),Syria,Denmark,"13,000",,,,USD,9750,Unclear,2014,"Toronto Star, 10 Novermber 2014, http://www.thestar.com/news/world/2014/11/10/for_human_smugglers_no_shortage_of_customers.html","Price for a journey from Syria to Denmark via Athens. Smugglers told the Syrian migrant on the way that the Athens-to-Denmark leg was too dangerous, so he's stuck in Athens"
Adam (GITOC),Syria,Melilla,"7,000",,,,EUR,7000,Unclear,2015,"Avvenire, 30 January 2015, http://www.avvenire.it/Cronaca/Pagine/Algeria-il-crocevia-dei-migranti-.aspx","Price for a family of four Syrians, via Algeria"
Adam (GITOC),Syria,Sweden,,"10,000","12,000",,USD,,Plane,2014,"Q Code Magazine, 31 July 2014, http://www.qcodemag.it/2014/07/31/rifugiati-siriani-svezia-danimarca/",Price for Syrians to go the deluxe way (by air)
Adam (GITOC),Syria,Sweden,"3,000",,,,USD,2250,"Boat, then overland",2014,"Q Code Magazine, 31 July 2014, http://www.qcodemag.it/2014/07/31/rifugiati-siriani-svezia-danimarca/","Boat from Egypt to Italy, then car or minibus to northern Europe"
petros,Syria,Greece,"10,000",,,,EUR,10055,Boat + Vehicle,2013,http://www.tovima.gr/society/article/?aid=501917&wordsinarticle=%CE%B4%CE%B9%CE%B1%CE%BA%CE%B9%CE%BD%CE%B7%CF%84%CE%AD%CF%82%3b%CE%B5%CF%85%CF%81%CF%8E,
petros,Syria,Greece,"2,000",,,,EUR,2011,,2013,http://www.naftemporiki.gr/story/703397/prosagoges-kai-sullipseis-se-astunomiki-epixeirisi-sti-lakonia,
petros,Syria,Greece,"1,350",700,"2,000",East Med Sea,EUR,1350,,2014,http://news247.gr/eidiseis/koinonia/posa-kerdizoyn-oi-diakinhtes-paranomwn-metanastwn-sthn-ellada.2777933.html,
petros,Syria,Greece,"2,500",,,East Med Sea,EUR,2500,Yacht,2014,http://www.protothema.gr/greece/article/388411/rodos-thalamigos-afise-52-metanastes-sto-limani-madrakiou/,
petros,Syria,Europe,"7,000","4,000","10,000",,EUR,7000,,2014,http://news.in.gr/greece/article/?aid=1231371032,
petros,Syria,Europe,"5,500","4,000","7,000",,EUR,5500,,2015,http://www.kathimerini.gr/807729/article/epikairothta/ellada/ekatommyria-eyrw-kerdos-apo-th-diakinhsh-350-paratypwn-metanastwn,
petros,Syria,Italy,"8,000",,,Central Med,EUR,8000,Boat,2015,http://www.lefkasnews.gr/2014/10/53.html,
Lise,"Syria, Kahtaneih","Bulgaria, Sofia","3,000",,,East Med,EUR,3000,?,2014,Interview with a Syrian refugee in Sofia,cost per person
Lise,"Syria, Kahtaneih",Turkey,100,,,East Med Land,EUR,100,car,2015,"Interview with a Syrian refugee in Sofia, who went to Turkey and got family reunification with her husband, who was in Bulgaria.",Cost for one adult and two children
Adam (GITOC),Tamanrasset,Ghadames,,,,,,,Vehicle/foot,2013,"Altai Consulting, November 2013, http://www.refworld.org/pdfid/52b43f594.pdf","Tamanrasset to Debdeb in pickups, Debdeb to Libyan border, cross border on foot ""and follow the lights of Ghadames"""
Adam (GITOC),Tamanrasset,Ghat (Libya),,,,,,,Vehicle/foot,2013,"Altai Consulting, November 2013, http://www.refworld.org/pdfid/52b43f594.pdf","Tamanrasset to Djanet by vehicle, Djanet to Libyan border near Ghat in vehicle, walk to Ghat across mountains/desert"
daniele,"Tangier, Morocco",Spain,330,230,430,,EUR,330,boat (zodiac) + car transport to the starting point,2014,http://elpais.com/elpais/2014/01/16/planeta_futuro/1389891046_783603.html,
Adam (GITOC),"Tesseney, Eritrea","Galliväre, Sweden","47,700",,,,USD,,"Cars, trains, ships",2011-2014,"Der Spiegel, 9 October 2014, http://www.spiegel.de/international/europe/lampedusa-survivors-one-year-after-the-refugee-tragedy-a-994887-2.html","Price for a three-year, multi-stage journey from Eritrea to Sweden via Sudan, Sinai, Libya, Milan, and Frankfurt"
Adam (GITOC),Tripoli,Europe,"2,000",,,Central Med,USD,1760,,2015,"IRIN News, 23 April 2015, http://www.irinnews.org//report/101396/migrant-smugglers-profit-from-libya-s-chaos#.VTp-xrkay0c",
Adam (GITOC),Tripoli,Europe,"2,750","1,000","4,500",Central Med,USD,2750,Boat,2015,"Le Point, 9 May 2015, http://www.lepoint.fr/monde/le-trafic-des-migrants-raconte-par-un-passeur-09-05-2015-1927404_24.php#xtor=CS3-193",Prices quoted to a guy from CAR pretending to be a migrant wanting to be smuggled. Upper bound is £3000
Adam (GITOC),Tripoli,Italy,"1,000",,,Central Med,USD,750,Boat,2014,"Amnesty International, 2014, http://www.amnesty.ch/de/themen/asyl-migration/europa/dok/2014/verantwortung-fuer-fluechtlinge-in-seenot/bericht-lives-adrift-refugees-and-migrants-in-peril-in-the-central-mediterranean-.-september-2014.-88-seiten",Ghanaian. Final stage of journey: Accra-->Togo-->Burkina-->Agadez-->Dirkou (Niger)-->Qatroun (Libya)-->Sebha-->Tripoli-->Italy
Adam (GITOC),Tripoli,Italy,543,,,Central Med,EUR,543,Fishing boat,2014,"BBC News, 23 April 2015, http://www.bbc.com/news/world-europe-32421238",Per person for 2 people. Final stage of journey: Serekunda (Gambia)-->Bamako-->Benin City (Nigeria)-->Agadez-->Qatrun-->Sabha-->Tripoli-->Sicily
alb,Tripoli,Italy,"5,000",,,Central Med,USD,3980,,2012,http://regionalmms.org/fileadmin/content/monthly%20summaries/series_booklet_Leo.pdf,
alb,Tripoli,Italy,800,,,Central Med,USD,704,boat ,2015,http://www.lemonde.fr/europe/article/2015/02/12/des-centaines-de-migrants-en-provenance-de-libye-disparus-au-large-de-l-ile-de-lampedusa_4574788_3214.html,
alb,Tripoli,Italy,"1,850","1,200","2,500",,USD,1395,,2013,http://regionalmms.org/fileadmin/content/monthly%20summaries/series_booklet_Leo.pdf,
nkb,Tripoli,Italy,"4,000",,,Central Med,USD,3000,approx,2014,http://www.globalinitiative.net/download/global-initiative/Global%20Initiative%20-%20Migration%20from%20Africa%20to%20Europe%20-%20May%202014.pdf,"In installments, 2000 downpayment, rest upon arival"
nkb,Tripoli,Italy,"1,800",,,Central Med,USD,1584,boat,2015,http://www.naharnet.com/stories/en/167345-new-migrant-alert-in-med-days-after-hundreds-died,
nkb,Tripoli,Italy,"1,000",,,Central Med,EUR,1000,,2014,http://www.youtube.com/watch?v=j0clSt6MvZM&list=TLCNmsq21rI9KBd0gUs8QHAo6Psfqj130X,
nkb,Tripoli,Italy,800,,,Central Med,USD,600,,2014,http://www.globalinitiative.net/download/global-initiative/Global%20Initiative%20-%20Migration%20from%20Africa%20to%20Europe%20-%20May%202014.pdf,
Adam (GITOC),Tripoli,Italy,465,330,600,Central Med,EUR,465,Boat,2015,"TV5Monde, 23 April 2015, http://information.tv5monde.com/info/migrants-le-marche-juteux-des-passeurs-29654","Prices for people on the boat that sank and killed 800+ in April, according to arrested traffickers"
Adam (GITOC),Tripoli,Italy,"4,500","4,000","5,000",Central Med,USD,4500,Boat and other means,2014,"TV5Monde, 23 April 2015, http://information.tv5monde.com/info/migrants-le-marche-juteux-des-passeurs-29654",Prices for passage from Libya to Italy and then escape from migrant reception centers in Italy
alb,Tripoli,Lampedusa,"2,650","1,800","3,500",Central Med,USD,2104,,2009,http://www.invisible-dog.com/odissea_clandestino_eng.html,"Depending on the present circumstances (whether the regime wants to strike out against the illegal traffic of immigrants or not), on the kind of vessel (more or less safe), on the difference between offer and demand, on the urgency of the transfer"
alb,Tripoli,Lampedusa,"1,600",,,Central Med,USD,1207,,2013,http://www.laphamsquarterly.org/foreigners/refugees,
nkb,Tripoli,Lampedusa,700,,,Central Med,USD,676,boat,2005,http://www.nolager.de/blog/node/286/,In F. Gatti's book
Adam (GITOC),Tripoli,Italy,"1,250","1,000","1,500",Central Med,USD,1100,Boat,2015,"CNN, 29 April 2015, http://edition.cnn.com/videos/world/2015/04/29/pkg-paton-walsh-libya-human-smugglers.cnn",Price per person for Syrians
Adam (GITOC),Tripoli,Europe,"1,200",,,Central Med,USD,905,Boat,2013,"USIP, 2014, http://www.usip.org/sites/default/files/PW96-Illicit-Trafficking-and-Libyas-Transition.pdf",Price for a Senegalese man
Adam (GITOC),Tripoli,Europe,"1,200",,,Central Med,USD,905,Boat,2013,"USIP, 2014, http://www.usip.org/sites/default/files/PW96-Illicit-Trafficking-and-Libyas-Transition.pdf",Price for a Nigerian man
Adam (GITOC),Tripoli,Italy,"1,000",,,Central Med,USD,754,Boat,2013,"Q Code Magazine, 12 December 2013, http://www.qcodemag.it/2013/12/12/carta-di-lampedusa-seconda-puntata/",Price per person for 22- and 25-year-old Eritreans
Adam (GITOC),Tunisia,Italy,"2,000",,,Central Med,USD,1500,,2014,"The Guardian, 20 October 2014, http://www.theguardian.com/world/2014/oct/20/-sp-migrants-tales-asylum-sea-mediterranean","Syrian woman from Yarmouk second attempt. She made it through Tunisia and Algeria to Zuwara, and then got onto a fishing boat, which sank."
Adam (GITOC),Tunisia,Italy,"1,000",,,Central Med,USD,750,,2014,"The Guardian, 20 October 2014, http://www.theguardian.com/world/2014/oct/20/-sp-migrants-tales-asylum-sea-mediterranean",Syrian woman from Yarmouk Damascus. She was robbed in the mountains and ended up back in tunisia to try again.
alice,Tunisia,Italy,"1,000",,,Central Med,EUR,1021,"boat, full price for a non-tunisian",2012,"http://www.polityka.pl/tygodnikpolityka/swiat/1558935,1,imigracja---coraz-wiekszy-problem-swiatowy.read",
alice,Tunisia,Italy,800,,,Central Med,EUR,817,"boat, full price for a tunisian",2012,"http://www.polityka.pl/tygodnikpolityka/swiat/1558935,1,imigracja---coraz-wiekszy-problem-swiatowy.read",
alice,Tunisia,Italy,500,,,Central Med,EUR,510,"boat, price for a child",2012,"http://www.polityka.pl/tygodnikpolityka/swiat/1558935,1,imigracja---coraz-wiekszy-problem-swiatowy.read",
alice,Tunisia,Italy,"2,000","1,500","2,500",,EUR,2000,"boat, extra charges for life jacket, food, water, telephone calls",2014,http://www.telegraph.co.uk/news/worldnews/europe/italy/10873194/200-for-a-life-jacket-refugees-speak-of-class-system-on-African-boats-bound-for-Europe.html,
nkb,Tunisia,Italy,"1,100",700,"1,500",,EUR,1357,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
Adam (GITOC),Tunisia,Italy,875,750,"1,000",Central Med,EUR,917,Small boat (capacity up to 60 people),2011,"INHESJ, February 2013, http://www.inhesj.fr/sites/default/files/trafic_illicite_de_migrants_v2.pdf",Price for Tunisians
Adam (GITOC),Tunisia,Lampedusa,435,,,Central Med,TND,233,Fishing boat,2011,"The Globe and Mail, 1 May 2015, http://www.theglobeandmail.com/news/world/stories-from-the-burgeoning-libyan-smuggling-industry/article24210483/","Price per person for a group of 23 Tunisians from a ""fairly wealthy extended family"""
Adam (GITOC),Tunisia,Italy,"1,050",700,"1,400",Central Med,EUR,1100,Boat,2011,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Price for Tunisians leaving from Zarzis, Djerba, and Kerkenna islands"
Adam (GITOC),Tunisia,Italy,"1,650","1,300","2,000",Central Med,USD,1390,"Overland, then boat",2007,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe",Price for Tunisians. They apparently avoid long waiting periods in Tripoli or Zuwara by working with Tunisian networks
